item_id,system,agent_count,task_id,backbone,coord_tokens,work_tokens,total_tokens,coord_pct,system_description,your_label,ground_truth_label
041b8a3e_auto,autogen,16,astropy__astropy-14182,gpt-4o-mini,398035,11426,409461,97.2%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (398035): full message history (growing context). Work tokens (11426): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
71210162_crew,crewai,4,astropy__astropy-12907,gpt-4o-mini,166880,18520,185400,90.0%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (166880): shared context broadcast + coordinator calls. Work tokens (18520): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
245e901a_sbus,sbus,16,sympy__sympy-11618,gpt-4o-mini,1021,4245,5266,19.4%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1021): tokens spent reading shard content. Work tokens (4245): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
24d94251_sbus,sbus,4,django__django-10097,gpt-4o-mini,3400,38214,41614,8.2%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3400): tokens spent reading shard content. Work tokens (38214): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
85379d0b_crew,crewai,8,django__django-10914,gpt-4o-mini,979695,48360,1028055,95.3%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (979695): shared context broadcast + coordinator calls. Work tokens (48360): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
71986da2_auto,autogen,8,astropy__astropy-14309,gpt-4o-mini,316458,8406,324864,97.4%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (316458): full message history (growing context). Work tokens (8406): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
801b32d6_lang,langgraph,16,astropy__astropy-13977,gpt-4o-mini,11743,903,12646,92.9%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (11743): supervisor prompt+completion (routing/synthesis). Work tokens (903): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
6d8f2233_lang,langgraph,4,astropy__astropy-14182,gpt-4o-mini,21244,3281,24525,86.6%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (21244): supervisor prompt+completion (routing/synthesis). Work tokens (3281): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
c01ad10d_auto,autogen,8,django__django-11099,gpt-4o-mini,233637,8013,241650,96.7%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (233637): full message history (growing context). Work tokens (8013): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
58aa92f9_auto,autogen,4,django__django-10097,gpt-4o-mini,226413,7615,234028,96.7%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (226413): full message history (growing context). Work tokens (7615): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
75b014ef_auto,autogen,4,django__django-10999,gpt-4o-mini,239538,8418,247956,96.6%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (239538): full message history (growing context). Work tokens (8418): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
50ceccb8_lang,langgraph,4,sympy__sympy-12419,gpt-4o-mini,20825,3462,24287,85.7%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (20825): supervisor prompt+completion (routing/synthesis). Work tokens (3462): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
d546a4f4_auto,autogen,16,astropy__astropy-13236,gpt-4o-mini,568769,17038,585807,97.1%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (568769): full message history (growing context). Work tokens (17038): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
b8283164_crew,crewai,4,django__django-11095,gpt-4o-mini,97920,14100,112020,87.4%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (97920): shared context broadcast + coordinator calls. Work tokens (14100): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
75a5a6d3_lang,langgraph,8,astropy__astropy-12907,gpt-4o-mini,12807,1920,14727,87.0%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (12807): supervisor prompt+completion (routing/synthesis). Work tokens (1920): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
36e05741_auto,autogen,16,django__django-10097,gpt-4o-mini,574109,16792,590901,97.2%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (574109): full message history (growing context). Work tokens (16792): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
c5baedae_crew,crewai,4,django__django-11087,gpt-4o-mini,374720,17745,392465,95.5%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (374720): shared context broadcast + coordinator calls. Work tokens (17745): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
0cde3cc2_sbus,sbus,8,sympy__sympy-12096,gpt-4o-mini,1612,9698,11310,14.3%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1612): tokens spent reading shard content. Work tokens (9698): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
409bf30e_crew,crewai,4,django__django-10973,gpt-4o-mini,106090,16090,122180,86.8%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (106090): shared context broadcast + coordinator calls. Work tokens (16090): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
1ea9fc14_auto,autogen,16,django__django-10914,gpt-4o-mini,515797,16001,531798,97.0%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (515797): full message history (growing context). Work tokens (16001): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
abf13b46_lang,langgraph,8,django__django-10999,gpt-4o-mini,9473,1489,10962,86.4%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (9473): supervisor prompt+completion (routing/synthesis). Work tokens (1489): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
f0f09736_sbus,sbus,8,astropy__astropy-13398,gpt-4o-mini,1557,37638,39195,4.0%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1557): tokens spent reading shard content. Work tokens (37638): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
f30a0d7b_lang,langgraph,16,sympy__sympy-12481,gpt-4o-mini,4920,873,5793,84.9%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (4920): supervisor prompt+completion (routing/synthesis). Work tokens (873): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
98476b1e_auto,autogen,16,sympy__sympy-11618,gpt-4o-mini,247098,7229,254327,97.2%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (247098): full message history (growing context). Work tokens (7229): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
ae098ec7_auto,autogen,8,astropy__astropy-13453,gpt-4o-mini,623495,18514,642009,97.1%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (623495): full message history (growing context). Work tokens (18514): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
08b39cae_sbus,sbus,4,sympy__sympy-12489,gpt-4o-mini,3260,22589,25849,12.6%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3260): tokens spent reading shard content. Work tokens (22589): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
56a75e52_sbus,sbus,8,django__django-10880,gpt-4o-mini,1761,6843,8604,20.5%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1761): tokens spent reading shard content. Work tokens (6843): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
6b310a81_lang,langgraph,8,astropy__astropy-13453,gpt-4o-mini,26154,1602,27756,94.2%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (26154): supervisor prompt+completion (routing/synthesis). Work tokens (1602): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
c9505b5e_auto,autogen,16,sympy__sympy-12419,gpt-4o-mini,408569,10893,419462,97.4%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (408569): full message history (growing context). Work tokens (10893): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
52784612_sbus,sbus,8,django__django-10097,gpt-4o-mini,1628,19738,21366,7.6%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1628): tokens spent reading shard content. Work tokens (19738): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
7134b233_sbus,sbus,16,sympy__sympy-12096,gpt-4o-mini,788,5188,5976,13.2%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (788): tokens spent reading shard content. Work tokens (5188): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
18e47746_auto,autogen,16,django__django-10880,gpt-4o-mini,617323,20144,637467,96.8%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (617323): full message history (growing context). Work tokens (20144): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
1ff368f3_crew,crewai,8,astropy__astropy-13398,gpt-4o-mini,832850,39685,872535,95.5%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (832850): shared context broadcast + coordinator calls. Work tokens (39685): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
